Ticket ID,Ticket Description,Category,Priority Level,Date Created
TKT-1783,Where are your headquarters located?,General Query,Low,2025-10-25 15:04:11
TKT-2724,Do you offer an API for custom integrations? ASAP.,Product Inquiry,Medium,2025-11-29 15:04:11
TKT-1892,Is the platform compliant with GDPR?,Product Inquiry,Low,2026-02-05 15:04:11
TKT-2202,ASAP. I cannot access my account after resetting my password.,Account Access,High,2025-08-02 15:04:11
TKT-1891,Please help. Is the platform compliant with GDPR?,Product Inquiry,Low,2026-02-18 15:04:11
TKT-2978,Where do I find the terms of service?,General Query,Low,2026-06-12 15:04:11
TKT-2069,Urgent! Where can I find the user manual for the latest hardware?,Product Inquiry,High,2025-06-15 15:04:11
TKT-1209,"What are the limitations of the free tier? Hello,",Product Inquiry,Low,2025-06-29 15:04:11
TKT-1997,I'm getting a 500 internal server error when uploading a file.,Technical Issues,High,2025-07-07 15:04:11
TKT-2207,The API endpoint is returning a timeout error.,Technical Issues,High,2025-07-30 15:04:11
TKT-1233,"Hello, What are the limitations of the free tier?",Product Inquiry,Low,2026-01-17 15:04:11
TKT-1740,Where can I find the user manual for the latest hardware?,Product Inquiry,Medium,2025-11-28 15:04:11
TKT-2091,ASAP. How do I update my billing address?,Billing Issues,High,2026-01-18 15:04:11
TKT-2586,,General Query,Medium,2025-09-10 15:04:11
TKT-2010,How do I enable two-factor authentication on my profile?,Account Access,High,2025-12-30 15:04:11
TKT-1023,,Technical Issues,Medium,2025-12-19 15:04:11
TKT-2751,Is the platform compliant with GDPR? Urgent!,Product Inquiry,High,2026-05-10 15:04:11
TKT-1160,How long does it usually take to get a response?,General Query,Medium,2026-01-12 15:04:11
TKT-1303,How do I update my billing address?,Billing Issues,Low,2026-04-17 15:04:11
TKT-2649,,General Query,High,2025-11-04 15:04:11
TKT-2337,Any updates? Can I change my notification preferences?,General Query,Low,2026-03-31 15:04:11
TKT-2084,,Product Inquiry,Low,2026-03-21 15:04:11
TKT-1927,Thanks. Do you offer customer support in Spanish? Any updates?,General Query,Medium,2026-01-27 15:04:11
TKT-1728,Why is there a late fee on my account? Thanks.,Billing Issues,High,2025-09-09 15:04:11
TKT-1413,I would like information about your premium subscription plan.,Product Inquiry,Medium,2026-05-18 15:04:11
TKT-1587,"Where can I find the user manual for the latest hardware? Hello,",Product Inquiry,Low,2026-03-20 15:04:11
TKT-1703,Urgent! My data is not syncing across devices.,Technical Issues,Medium,2025-10-14 15:04:11
TKT-2590,My data is not syncing across devices.,Technical Issues,High,2026-02-15 15:04:11
TKT-1480,When will the new feature be released?,Product Inquiry,Low,2026-01-30 15:04:11
TKT-1281,Urgent! The software keeps freezing during the export process.,Technical Issues,High,2025-08-21 15:04:11
TKT-1466,"Hello, The software keeps freezing during the export process.",Technical Issues,Medium,2025-11-06 15:04:11
TKT-2868,Thanks. I am unable to connect to the database.,Technical Issues,High,2026-06-02 15:04:11
TKT-1823,Any updates? Where can I find the user manual for the latest hardware?,Product Inquiry,Medium,2026-04-09 15:04:11
TKT-1017,Urgent! I haven't received my invoice for this billing cycle.,Billing Issues,High,2025-10-29 15:04:11
TKT-1118,Please help. When will the new feature be released?,Product Inquiry,Low,2026-03-03 15:04:11
TKT-1338,"Hello, Where do I find the terms of service?",General Query,Low,2026-05-27 15:04:11
TKT-2910,Can you help me configure the integration with third-party tools?,Technical Issues,High,2025-08-31 15:04:11
TKT-2738,Where can I find the user manual for the latest hardware?,Product Inquiry,Medium,2026-01-07 15:04:11
TKT-1879,How long does it usually take to get a response?,General Query,Low,2025-07-03 15:04:11
TKT-1543,Urgent! I cannot access my account after resetting my password. Thanks.,Account Access,High,2025-07-10 15:04:11
TKT-1691,What are the limitations of the free tier? ASAP.,Product Inquiry,High,2025-06-19 15:04:11
TKT-1595,Thanks. Do you offer customer support in Spanish?,General Query,Medium,2026-02-25 15:04:11
TKT-1496,Can you help me configure the integration with third-party tools? Please help.,Technical Issues,High,2026-03-07 15:04:11
TKT-2658,"Urgent! I need to change the email address associated with my account. Hello,",Account Access,High,2025-08-18 15:04:11
TKT-1481,"The app crashes every time I try to open the dashboard. Hello,",Technical Issues,High,2025-12-30 15:04:11
TKT-2225,I want to cancel my subscription but need to know the final bill.,Billing Issues,High,2026-06-09 15:04:11
TKT-1236,Thanks. My account was hacked and I need to regain control.,Account Access,Medium,2025-10-23 15:04:11
TKT-1935,Do you offer an API for custom integrations?,Product Inquiry,Low,2026-01-30 15:04:11
TKT-1838,My data is not syncing across devices.,Technical Issues,Medium,2025-11-28 15:04:11
TKT-2921,My account was hacked and I need to regain control. ASAP.,Account Access,Medium,2025-10-28 15:04:11
TKT-2470,Please help. Can I change my notification preferences?,General Query,Low,2025-06-17 15:04:11
TKT-1804,Does this software support multi-user collaboration?,Product Inquiry,Low,2026-05-27 15:04:11
TKT-1859,Please help. I want to cancel my subscription but need to know the final bill.,Billing Issues,High,2025-08-05 15:04:11
TKT-2115,The OTP for login is not being sent to my phone number.,Account Access,Medium,2026-03-19 15:04:11
TKT-1542,My data is not syncing across devices.,Technical Issues,High,2025-08-19 15:04:11
TKT-1387,There's an unrecognized transaction on my credit card.,Billing Issues,Medium,2026-05-26 15:04:11
TKT-2594,,Technical Issues,High,2025-11-08 15:04:11
TKT-1143,What are your business hours?,General Query,Medium,2026-03-06 15:04:11
TKT-1933,My account was hacked and I need to regain control.,Account Access,Medium,2025-07-28 15:04:11
TKT-1271,Thanks. I haven't received my invoice for this billing cycle.,Billing Issues,Medium,2026-03-03 15:04:11
TKT-2183,"My invoice is incorrect, please fix the amount.",Billing Issues,High,2026-02-28 15:04:11
TKT-1067,I was charged twice for my subscription this month.,Billing Issues,Medium,2025-06-21 15:04:11
TKT-2443,"Hello, I cannot access my account after resetting my password. Thanks.",Account Access,Medium,2025-09-28 15:04:11
TKT-1206,Please help. I'm getting a 500 internal server error when uploading a file.,Technical Issues,Medium,2025-08-16 15:04:11
TKT-1858,Can I change my notification preferences?,General Query,Low,2025-11-27 15:04:11
TKT-2823,"I'm getting a 500 internal server error when uploading a file. Hello,",Technical Issues,High,2025-11-23 15:04:11
TKT-2298,Urgent! Where do I find the terms of service?,General Query,Medium,2026-06-13 15:04:11
TKT-2508,Any updates? I am unable to connect to the database.,Technical Issues,High,2026-05-08 15:04:11
TKT-2193,How do I update my billing address?,Billing Issues,Medium,2025-08-05 15:04:11
TKT-2803,Urgent! Where are your headquarters located?,General Query,High,2026-01-20 15:04:11
TKT-1589,,Technical Issues,High,2026-01-25 15:04:11
TKT-2794,ASAP. How do I update my billing address?,Billing Issues,High,2026-05-13 15:04:11
TKT-2125,I'm getting a 500 internal server error when uploading a file.,Technical Issues,High,2026-01-21 15:04:11
TKT-1754,Can you help me configure the integration with third-party tools? Urgent!,Technical Issues,High,2026-04-27 15:04:11
TKT-1746,Thanks. I was charged twice for my subscription this month.,Billing Issues,High,2025-08-08 15:04:11
TKT-1666,"Is the platform compliant with GDPR? Hello,",Product Inquiry,Low,2025-12-30 15:04:11
TKT-2643,Please help. Where are your headquarters located?,General Query,Low,2025-07-14 15:04:11
TKT-2572,"Hello, I need to change the email address associated with my account. Hello,",Account Access,Medium,2025-11-09 15:04:11
TKT-1289,Urgent! My payment method is not being accepted.,Billing Issues,Medium,2026-05-20 15:04:11
TKT-1015,Do you offer customer support in Spanish?,General Query,Low,2026-02-22 15:04:11
TKT-2682,Any updates? Can I change my notification preferences?,General Query,Low,2025-07-05 15:04:11
TKT-2406,"My invoice is incorrect, please fix the amount.",Billing Issues,High,2026-05-16 15:04:11
TKT-2195,,Account Access,Medium,2025-08-01 15:04:11
TKT-1468,Can I change my notification preferences? ASAP.,General Query,High,2025-11-27 15:04:11
TKT-1488,"Hello, Do you offer an API for custom integrations? Urgent!",Product Inquiry,Medium,2025-08-28 15:04:11
TKT-2435,"Hello, Where do I find the terms of service? Any updates?",General Query,Medium,2025-08-03 15:04:11
TKT-2167,ASAP. I am unable to connect to the database. Please help.,Technical Issues,High,2025-07-21 15:04:11
TKT-2486,Thanks. The OTP for login is not being sent to my phone number.,Account Access,Medium,2025-09-01 15:04:11
TKT-1900,,Account Access,High,2025-08-02 15:04:11
TKT-2995,Why is there a late fee on my account?,Billing Issues,Medium,2026-01-24 15:04:11
TKT-2204,"Any updates? The API endpoint is returning a timeout error. Hello,",Technical Issues,High,2025-11-04 15:04:11
TKT-2830,Thanks. When will the new feature be released?,Product Inquiry,Medium,2026-02-24 15:04:11
TKT-2306,"My invoice is incorrect, please fix the amount. Any updates?",Billing Issues,High,2025-07-09 15:04:11
TKT-1695,Urgent! I need to change the email address associated with my account.,Account Access,High,2025-08-20 15:04:11
TKT-2248,Any updates? How do I enable two-factor authentication on my profile?,Account Access,High,2025-08-05 15:04:11
TKT-1881,How do I enable two-factor authentication on my profile? Please help.,Account Access,High,2025-10-30 15:04:11
TKT-2731,Urgent! How long does it usually take to get a response? ASAP.,General Query,High,2026-01-22 15:04:11
TKT-1403,Please help. How can I leave feedback about my experience? Thanks.,General Query,Medium,2025-08-14 15:04:11
TKT-1070,Are there any discounts available for students or nonprofits?,Product Inquiry,Low,2026-05-07 15:04:11
TKT-2587,Urgent! The app crashes every time I try to open the dashboard.,Technical Issues,High,2026-06-04 15:04:11
TKT-2974,Where are your headquarters located? Thanks.,General Query,Low,2025-11-04 15:04:11
TKT-2392,Any updates? I haven't received my invoice for this billing cycle.,Billing Issues,Medium,2025-11-04 15:04:11
TKT-2520,I want to cancel my subscription but need to know the final bill.,Billing Issues,Low,2026-05-07 15:04:11
TKT-2055,,Account Access,Medium,2025-07-30 15:04:11
TKT-2519,The OTP for login is not being sent to my phone number. Thanks.,Account Access,Medium,2025-07-22 15:04:11
TKT-2866,Any updates? Does this software support multi-user collaboration?,Product Inquiry,Low,2025-07-24 15:04:11
TKT-1704,"ASAP. Do you offer customer support in Spanish? Hello,",General Query,Medium,2025-07-16 15:04:11
TKT-2155,"My invoice is incorrect, please fix the amount.",Billing Issues,High,2025-06-22 15:04:11
TKT-2075,My account has been locked due to multiple login attempts.,Account Access,High,2025-09-23 15:04:11
TKT-1195,Thanks. Is the platform compliant with GDPR?,Product Inquiry,Low,2026-05-29 15:04:11
TKT-2226,The website is very slow today and won't load images.,Technical Issues,Medium,2025-11-28 15:04:11
TKT-1272,"My invoice is incorrect, please fix the amount.",Billing Issues,High,2025-10-20 15:04:11
TKT-2437,Where are your headquarters located?,General Query,Medium,2025-11-29 15:04:11
TKT-1712,"Hello, Where are your headquarters located? ASAP.",General Query,High,2025-07-07 15:04:11
TKT-2327,The software keeps freezing during the export process.,Technical Issues,High,2026-05-30 15:04:11
TKT-2685,Thanks. Is the platform compliant with GDPR? Any updates?,Product Inquiry,Medium,2025-08-30 15:04:11
TKT-1379,The API endpoint is returning a timeout error.,Technical Issues,High,2025-10-10 15:04:11
TKT-2941,Please help. What are the limitations of the free tier?,Product Inquiry,Low,2026-03-27 15:04:11
TKT-1069,Why is there a late fee on my account? ASAP.,Billing Issues,High,2025-08-11 15:04:11
TKT-2604,Thanks. How can I leave feedback about my experience? Thanks.,General Query,Low,2026-03-21 15:04:11
TKT-1361,Any updates? My account was hacked and I need to regain control. Thanks.,Account Access,Medium,2026-04-19 15:04:11
TKT-1295,Any updates? The software keeps freezing during the export process.,Technical Issues,High,2025-06-30 15:04:11
TKT-2356,,Technical Issues,High,2025-06-21 15:04:11
TKT-1652,"Hello, There's an unrecognized transaction on my credit card.",Billing Issues,High,2025-07-28 15:04:11
TKT-1252,"Hello, Where are your headquarters located?",General Query,Low,2025-07-19 15:04:11
TKT-1530,"Hello, Do you offer an API for custom integrations?",Product Inquiry,Low,2025-09-29 15:04:11
TKT-1099,Any updates? What are your business hours? Thanks.,General Query,Low,2026-04-20 15:04:11
TKT-1731,How do I update my billing address?,Billing Issues,Medium,2025-09-10 15:04:11
TKT-1201,How do I update my billing address?,Billing Issues,Medium,2026-03-30 15:04:11
TKT-2095,The OTP for login is not being sent to my phone number.,Account Access,Medium,2025-06-17 15:04:11
TKT-2024,I'm getting a 500 internal server error when uploading a file.,Technical Issues,High,2025-10-28 15:04:11
TKT-1081,,Billing Issues,High,2025-12-06 15:04:11
TKT-1726,Urgent! I haven't received my invoice for this billing cycle. Urgent!,Billing Issues,High,2025-08-16 15:04:11
TKT-1392,Thanks. I want to delete my account permanently. Please help.,Account Access,High,2025-08-03 15:04:11
